"user_id","timestamp","amount"
"d4787d45-72f0-418a-816c-b136bb92084c",2022-05-15 14:41:54,35.21
"dd4396ac-bee3-4aaa-a71c-931d46cfa406",2022-05-07 16:34:24,34.55
"4fb7a8cb-25fb-4f7a-937b-922408ad7820",2022-05-13 08:30:53,254.87
"b66c2772-7ae5-4067-8290-831bb8b5e1ba",2022-05-13 01:18:28,32.01
"ecbf0b08-55d8-4b32-81ec-3992b4d1eceb",2022-05-07 12:00:48,29.07
"a3727731-1c95-4bc2-ad6a-0827a73c0d4a",2022-05-13 10:17:24,20.63
"d1570055-2031-4a3d-96a9-d93facad748a",2022-05-15 07:15:11,66.87
"80e53f4e-32d7-4d1a-929f-b407ebe38a8a",2022-05-08 10:29:29,48.4
"fb7ceca8-c4d3-4527-a75f-01657d82caf3",2022-05-13 06:15:55,30.65
"9eb1352c-10a4-489f-98db-937c11c8b283",2022-05-12 09:42:01,414.2
"a2c26f8c-d52f-41ed-87d8-d734003e6769",2022-05-13 00:18:19,25.08
"999300ff-f0b1-438a-b998-5ef1c2dd6584",2022-05-15 15:19:18,33.44
"96d2d1e9-7a73-4a2a-949e-9cca6547daa2",2022-05-16 23:29:42,45.23
"64268493-18d8-4f62-b198-a1ea9d9c486a",2022-05-13 05:39:32,34.09
"23033882-c107-49ad-b50e-de8c75c6eae0",2022-05-15 19:44:34,74.63
"6dfc7f44-f597-4efc-82aa-dbc6df43df31",2022-05-14 22:41:52,32.6
"13178de0-72ce-4497-af73-4296019a2d31",2022-05-14 23:32:14,37.53
"e88c92ce-98f0-4938-882c-699bd57e0c97",2022-05-11 21:37:44,46.33
"4037fe7f-ab39-4963-8111-22a9dd59629c",2022-05-15 23:45:38,33.03
"d0272f12-1f01-419a-9307-c46bd983b2d8",2022-05-11 06:27:37,65.75
"2cbae026-a0ed-4724-b8b5-23763f4d60b6",2022-05-09 11:38:44,31.31
"906b4530-5769-4a4c-a4e6-0688f1a6f205",2022-05-21 06:40:46,40.67
"43bf44d3-3254-4648-a813-5950701662c3",2022-05-09 16:44:59,30.56
"6c6da2ed-8218-4d8b-8217-25f9ee24a105",2022-05-16 13:05:23,41.97
"b79a12e5-132b-4c57-9e71-7be9f3f32a3b",2022-05-11 04:14:34,49.02
"bcfabc32-0d9b-4ee8-ac00-810e83b7058e",2022-05-04 09:07:59,88.98
"7c1b2efb-f926-4954-8628-c3ddf062094b",2022-05-14 04:46:31,104.3
"a04fb862-45f4-4194-ae02-f98e8b6c9b63",2022-05-10 11:49:36,30.16
"62056cfd-d34d-48fc-ab85-7b9936f379aa",2022-05-13 13:41:40,80.88
"30233e94-b360-45f3-91f1-68c943cbb3ac",2022-05-14 06:25:08,108.35
"bdb8ff0e-2eb3-4c2d-a060-27731d2e17fe",2022-05-13 18:17:26,31.28
"12f2e0a3-fe85-4461-b5e7-c21f2677f599",2022-05-13 18:16:28,47.76
"47b05320-c782-4074-8fc0-16b606c421e5",2022-05-12 06:17:47,66.47
"7105f4a5-246c-409e-aa43-e8bc48612954",2022-05-10 05:33:41,58.74
"3866fee9-09fa-4b77-8c52-8bec92b123c1",2022-05-10 23:19:37,31.5
"695a3644-353c-458f-9be4-7dbb714dd228",2022-05-15 14:35:50,32.95
"2718f18c-1d9f-4ca8-9570-bde221b00599",2022-05-17 12:04:10,30.56
"831397cb-0324-45b9-bacd-072bb1918e25",2022-05-12 12:24:17,80.24
"f589e9da-861b-4859-ae7e-8ed6a834ecd9",2022-05-11 20:16:28,30.17
"d22e8741-9895-41cc-8407-76010d786596",2022-05-13 14:07:05,188.85
"3999a02c-4372-460c-81ce-8422e00b466d",2022-05-14 07:59:11,39.33
"24c4c03f-4ec1-4493-b2de-147846739f43",2022-05-14 01:53:55,31.4
"47acca05-587b-47f2-8ccc-37b3afc47f1e",2022-05-08 12:18:09,38.1
"8c46379a-30b1-45f8-885a-0c2c5158f89d",2022-05-12 06:09:39,104.06
"56e2813a-f886-4bcc-87e7-5a87b2bb7853",2022-05-10 03:40:57,77.19
"d907f020-3d3e-4830-96ea-06ba36215b9f",2022-05-13 09:50:00,37.31
"45368076-d439-4eb1-8b12-3310ea2e41aa",2022-05-18 18:28:22,30.5
"03357944-eac1-4bac-a8c7-acc75b72356f",2022-05-16 12:40:37,33.86
"4287b667-672e-40cb-b571-66107bd161fd",2022-05-06 06:30:27,48.26
"fbb84e70-378a-443c-aca7-34a61ea948b7",2022-05-12 15:23:22,40.61
"247a3790-3f57-48c9-9c42-31bde7ad8d76",2022-05-11 00:04:07,39.85
"bc722f3c-0928-4384-ac9d-d6c940fc445c",2022-05-11 03:08:04,38.26
"c573b194-4b1e-4fc0-bfc5-64c5a998a0d9",2022-05-16 00:30:18,81.11
"4b01ed7e-7a23-4a6d-a321-5b4d2a0ae655",2022-05-14 18:44:53,33.28
"240b018c-af69-4f3d-ae09-e521489b7a26",2022-05-17 14:56:32,33.47
"44893e0f-e4f7-44f2-be2e-483fcea64495",2022-05-09 07:44:43,165.4
"5e94b2a8-e8a9-4690-9684-2a3f98dda7d0",2022-05-11 06:54:51,79.69
"6dc6949d-2c43-456b-b063-57de2c4f6371",2022-05-16 19:49:58,78.93
"bbfe6624-1aea-4816-9919-c16213a3f574",2022-05-12 21:02:40,46.62
"c8049b56-75b1-4679-935e-a334aee720c2",2022-05-12 11:01:37,42.34
"80748e2a-06f5-4214-acfb-27a1dbee195d",2022-05-10 04:03:31,30.56
"33bc27cd-b428-4406-a3fe-f49b44ccd7ab",2022-05-11 03:25:19,30.19
"fbdda669-a1f5-4743-bc8a-7422a8658aaf",2022-05-13 08:06:47,29.94
"da007d7b-ccfa-4613-a89b-5670bb167af7",2022-05-13 08:35:23,32.96
"b8bf0126-b2ba-4e58-9147-35778c0c48c6",2022-05-17 16:18:02,260.12
"55185c20-001d-4484-83f2-7bcaad59554c",2022-05-15 00:21:32,31.92
"d25666b1-605e-45ef-8a50-d7f8e00d67bd",2022-05-04 20:51:37,35.77
"f6fff9c6-dec2-4a3b-8870-72fa51882e0f",2022-05-20 14:17:21,247.05
"e1c3112a-c54d-432b-b740-99981cbd1bd6",2022-05-11 00:52:58,499.28
"d7bdd953-73a2-4145-95d6-037d4bf97d45",2022-05-11 01:17:20,35.48
"e98396f6-e8cc-4571-ad47-ae2c84dda888",2022-05-15 04:38:28,26.74
"da9835b7-725e-4fa5-8d31-17e6c75c355f",2022-05-17 22:04:40,31.32
"0db96483-8e0e-45c0-b38a-8913134b4178",2022-05-09 00:14:00,32.39
"d4f11325-2ab2-424c-85f6-05bdd2e3ea74",2022-05-15 18:32:35,29.81
"3350e144-a5eb-4ee3-8415-f866c9989421",2022-05-07 10:58:44,31.46
"53300d3d-a267-424a-bfb0-7ef233136440",2022-05-10 00:01:49,30.3
"18871122-945e-4786-9c5e-6f4f80422794",2022-05-13 03:40:31,33.78
"786e360e-98ec-4ae6-a73d-5eced51e91bb",2022-05-13 03:02:51,132.46
"e4e3cee1-9531-4ecf-8338-9abd879ca99e",2022-05-09 07:58:23,32.01
"d7eb3b1b-430f-4e4f-80f1-41cd79f9d265",2022-05-09 22:10:17,30.95
"862ff46b-9a8e-4df8-bf6b-a0319ac5329e",2022-05-13 18:11:53,837.53
"34a264ee-a339-42cb-abab-2018f398a55a",2022-05-09 14:59:13,32.32
"a240b05a-e2fd-4e98-8b3b-2fc70ba8c597",2022-05-12 19:08:04,30.93
"4798d56c-bd0f-458e-9cf5-370482dcfa94",2022-05-12 08:22:08,41.54
"8243cfa2-f83f-43c1-a4c0-7d4d8e7fc215",2022-05-11 07:02:50,30.7
"0903db30-1c11-4bbc-98fe-ab9c4d860eda",2022-05-07 00:43:46,418.25
"37b78e3d-6d4c-4089-ae3b-cf6867d40274",2022-05-08 08:13:13,26.31
"88a45336-07e2-4f57-b816-9e124cde988f",2022-05-11 07:12:24,308.33
"8aea5941-1ebe-4b2d-bd68-d7aa77e792d5",2022-05-14 15:01:00,39.31
"8594a542-01f6-45c0-9e42-7d928a1b8527",2022-05-10 05:00:17,64.68
"512968d7-c476-48e2-9e67-7b2d7578ffb3",2022-05-13 00:19:21,35.53
