"user_id","timestamp","creative_id"
"04fd1d8b-dd02-40bd-8b0b-bf7f122456fe",2022-05-11 07:39:29,"BFE3EFEE-38DD-4B3A-8385-666090E192D2"
"09968380-4500-4875-9c4c-582b78c81503",2022-05-06 03:49:04,"BBA6CE16-02A6-4081-B539-7DB07AE3064A"
"58285ee8-c40a-4015-8a8a-63e4589dc92c",2022-05-10 23:25:03,"819207AA-9B91-4548-8D29-72E408889F95"
"032c0dc7-2432-49a4-bf63-b075b529c487",2022-05-14 10:16:34,"BB0EC99E-2EE0-4768-9033-1AFE37047E75"
"2d8a3aaf-fc89-4dca-a816-2aa98e04b9e9",2022-05-07 06:04:58,"64FAEC07-1FD0-4EE6-B234-8DE21F5D7B41"
"e2c4d217-345c-4a53-bd5e-5942977d9bbc",2022-05-09 23:51:29,"D81C503E-C018-46B2-86F9-3181EEEB0477"
"e6357d6c-4b4e-4187-bbdb-93eb573db563",2022-05-07 10:47:19,"3762C459-D735-4323-A262-06777BF2DE29"
"bbef2a03-4002-4ee0-bd31-9828f2417305",2022-05-14 19:25:45,"51EB59EA-596D-4152-A3BC-8B3D2545B703"
"6bb5f52f-6556-4296-93f2-7ab0ed417a43",2022-05-12 01:36:30,"E1983420-7A67-436E-BC12-8391494A34F0"
"b136920e-1c03-48ea-80b0-26be455be2e9",2022-05-08 22:36:04,"F1AA049F-9285-42A9-8534-AFB2FC075389"
"89d19382-c648-4312-b43d-ddb0868e5874",2022-05-18 16:19:39,"221DD129-4A18-4573-84C0-A95FFAAF0B17"
"5c776911-1ab7-4637-8d4e-cbcdd63f64f6",2022-05-09 05:05:55,"D26E0D47-E904-47B2-8E5C-0F0B6436AB5A"
"066b9be6-9896-4ce2-a808-ad4518127c3f",2022-05-12 09:02:10,"D753C3BE-6775-4D9D-88B2-EF6FF5341CE7"
"ddf4ba75-181a-4427-bc1d-9cd66f4dfefb",2022-05-10 11:53:54,"819207AA-9B91-4548-8D29-72E408889F95"
"8369cbcf-dfc8-4252-b389-a6e313521138",2022-05-16 03:52:34,"FC287EBF-79F3-410A-8945-EB63DA6A153D"
"b23e47e9-db42-4ca6-a382-41a1e69b0d3e",2022-05-10 15:45:03,"819207AA-9B91-4548-8D29-72E408889F95"
"0c4c2996-b4e3-41ce-a4cb-9950d1e68e00",2022-05-09 09:22:36,"681F21C2-356A-4086-A4DE-6028C30467E7"
"be2ab8aa-d17b-4eb3-8397-a63861e76616",2022-05-08 02:13:57,"BBA6CE16-02A6-4081-B539-7DB07AE3064A"
"645fe827-888e-454a-bcaf-b3503082d698",2022-05-11 11:41:07,"681F21C2-356A-4086-A4DE-6028C30467E7"
"d8a2d3d6-6fc8-40fe-bb4c-b3004b201058",2022-05-11 12:32:11,"221DD129-4A18-4573-84C0-A95FFAAF0B17"
"1f3aa486-1864-4e37-83ae-e260e8164ef1",2022-05-13 21:30:33,"D26E0D47-E904-47B2-8E5C-0F0B6436AB5A"
"02f0f879-c19b-46a6-b0d5-25dae3143b97",2022-05-14 23:32:20,"51EB59EA-596D-4152-A3BC-8B3D2545B703"
"9842311c-f729-4dad-a437-2f0fbc47e29a",2022-05-18 11:08:14,"64FAEC07-1FD0-4EE6-B234-8DE21F5D7B41"
"6244b36b-bd36-4224-a1b4-719281eb6162",2022-05-08 12:05:17,"BB0EC99E-2EE0-4768-9033-1AFE37047E75"
"e1b9cf2e-3ec6-4de9-a7b5-a2fb3c59c550",2022-05-11 16:06:55,"64FAEC07-1FD0-4EE6-B234-8DE21F5D7B41"
"eb1640b3-7378-4f9f-aa84-44d872a787d2",2022-05-16 21:57:08,"D753C3BE-6775-4D9D-88B2-EF6FF5341CE7"
"b139ce0f-2983-42ca-86cb-cb46cf632058",2022-05-07 12:12:36,"51EB59EA-596D-4152-A3BC-8B3D2545B703"
"cc8a6b96-1f87-408c-9f5a-580edb9825a3",2022-05-09 16:54:30,"FB1D085C-C2CA-42F3-A9BB-63EE59428019"
"fe1bc907-ae13-4c38-8da0-2d58f6c28309",2022-05-12 12:55:22,"FB1D085C-C2CA-42F3-A9BB-63EE59428019"
"cd3f91c1-4ca7-4ec5-b5ac-550b53e05ed6",2022-05-16 16:49:44,"E1983420-7A67-436E-BC12-8391494A34F0"
"2104f35b-2487-4e20-a7c2-4dec0dac234a",2022-05-18 15:06:43,"11560756-35D4-4C54-81BB-8BE050D71BF1"
"e0b7596c-c1f3-430f-8637-a1294585c8d7",2022-05-09 08:08:47,"64FAEC07-1FD0-4EE6-B234-8DE21F5D7B41"
"2c0ecd89-7935-4370-8f84-1da1636b935a",2022-05-12 05:04:31,"BBA6CE16-02A6-4081-B539-7DB07AE3064A"
"d309b229-621f-45f7-a55a-40322573da80",2022-05-16 19:33:35,"BFE3EFEE-38DD-4B3A-8385-666090E192D2"
"8ebf8c3c-63bb-4434-a98f-7710581882dc",2022-05-07 10:35:07,"E1983420-7A67-436E-BC12-8391494A34F0"
"1ce41f47-18a6-40c1-a05e-2fdbf5120e57",2022-05-05 12:21:27,"4BF19B84-C751-4620-9C87-CFF340A36918"
"d5ee60ec-4bd8-4be7-8e79-e39c0acc6496",2022-05-09 03:13:03,"FC287EBF-79F3-410A-8945-EB63DA6A153D"
"1bc0177b-faec-46f7-9a49-eef50e3e93ef",2022-05-08 06:05:40,"64FAEC07-1FD0-4EE6-B234-8DE21F5D7B41"
"460cd132-7103-4aa9-bc28-fe8530007c54",2022-05-08 12:44:41,"FB1D085C-C2CA-42F3-A9BB-63EE59428019"
"66280fdd-d0d3-4c6c-94cf-26af67c13c85",2022-05-06 15:05:25,"221DD129-4A18-4573-84C0-A95FFAAF0B17"
"7f11ed32-9b67-4066-9948-c3730d62995a",2022-05-06 16:42:41,"64FAEC07-1FD0-4EE6-B234-8DE21F5D7B41"
"b4bdfc63-d95b-490b-8a52-cbc5ebd3928d",2022-05-15 20:52:25,"51EB59EA-596D-4152-A3BC-8B3D2545B703"
"4258285c-b3df-4c15-b7bf-aa03ec689abb",2022-05-09 13:33:56,"51EB59EA-596D-4152-A3BC-8B3D2545B703"
"03b7b10a-3d5c-4beb-aeae-b8a706fd2780",2022-05-13 13:23:18,"294EB0E6-5A06-4EAF-B0B8-3A89B144A6C2"
"507c9056-2671-4fb1-9664-37b858673ce0",2022-05-08 12:33:36,"D26E0D47-E904-47B2-8E5C-0F0B6436AB5A"
"d3c0b0c5-276c-4717-8fdb-b1c9c9b0dfbe",2022-05-13 16:14:57,"BBA6CE16-02A6-4081-B539-7DB07AE3064A"
"fcb8616d-55a7-4800-8f93-c98cc9474774",2022-05-12 06:38:24,"681F21C2-356A-4086-A4DE-6028C30467E7"
"5a50a2a4-3718-4bb9-8f96-2a67f3d90591",2022-05-10 05:51:43,"BB0EC99E-2EE0-4768-9033-1AFE37047E75"
"b62d22dc-ebc4-444b-b101-3cb2c8d454c0",2022-05-13 21:46:09,"F1AA049F-9285-42A9-8534-AFB2FC075389"
"10c65fb8-e3ab-41e1-9710-84b39acd3896",2022-05-11 13:01:49,"E1983420-7A67-436E-BC12-8391494A34F0"
"25253b74-0106-4191-9629-3b71d1f96c13",2022-05-10 06:57:11,"4BF19B84-C751-4620-9C87-CFF340A36918"
"83c7f205-015f-4992-9079-c1973397178e",2022-05-07 12:48:01,"294EB0E6-5A06-4EAF-B0B8-3A89B144A6C2"
"9dafd64b-418d-4067-b4d7-66f7c0df925d",2022-05-09 04:17:00,"819207AA-9B91-4548-8D29-72E408889F95"
"0e7768c3-985c-46af-b7a1-ea77551200f5",2022-05-12 04:57:56,"64FAEC07-1FD0-4EE6-B234-8DE21F5D7B41"
"75f5de1a-ba20-41cf-93ff-9a8cae4b89d7",2022-05-08 19:13:56,"294EB0E6-5A06-4EAF-B0B8-3A89B144A6C2"
"fe10d4d6-05ea-47e9-ab48-c5d41b9f0b1a",2022-05-16 16:11:26,"11560756-35D4-4C54-81BB-8BE050D71BF1"
"5f1e6ccb-26fd-4d9b-9a25-f91a02f2b65a",2022-05-09 19:31:17,"FB1D085C-C2CA-42F3-A9BB-63EE59428019"
"0559ce36-e44e-4e5d-bdd4-cee4beec140c",2022-05-12 11:18:19,"FC287EBF-79F3-410A-8945-EB63DA6A153D"
"75081c4a-cf4a-4488-8870-bfe8bd2b1307",2022-05-12 03:06:14,"B683B123-8332-4082-8A05-5D5995F3CA6B"
"1105a509-8132-472e-b931-b36341b9d442",2022-05-12 21:03:42,"11560756-35D4-4C54-81BB-8BE050D71BF1"
"832e4606-1076-4a1f-9268-d84b438966ee",2022-05-11 15:56:51,"BBA6CE16-02A6-4081-B539-7DB07AE3064A"
"3eeea261-b4b9-49e9-aff7-d094a10b04c6",2022-05-12 00:41:15,"51EB59EA-596D-4152-A3BC-8B3D2545B703"
"212750d2-35b3-4a65-8f0e-582ed49638e5",2022-05-11 06:57:50,"B683B123-8332-4082-8A05-5D5995F3CA6B"
"771e4c36-1b69-42df-9725-d73c854ed7b9",2022-05-16 16:24:29,"221DD129-4A18-4573-84C0-A95FFAAF0B17"
